城市,日期,最高温,最低温,天气,风力风向,空气质量指数
北京,2021-02-02 周二,0°,-8°,晴~多云,西北风2级,35 优
北京,2021-02-03 周三,7°,-6°,多云~晴,西北风微风,50 优
北京,2021-02-04 周四,10°,-5°,晴~多云,西南风微风,59 良
北京,2021-02-05 周五,15°,-2°,晴,西北风1级,70 良
北京,2021-02-06 周六,16°,-3°,晴~多云,西北风2级,81 良
北京,2021-02-07 周日,7°,-5°,晴,北风2级,47 优
北京,2021-02-08 周一,7°,-5°,多云,东南风1级,45 优
北京,2021-02-09 周二,10°,-3°,晴,北风1级,88 良
北京,2021-02-10 周三,15°,-3°,晴,北风1级,110 轻度
北京,2021-02-11 周四,11°,-1°,多云~晴,北风1级,220 重度
北京,2021-02-12 周五,14°,-1°,多云,东北风微风,255 重度
北京,2021-02-13 周六,7°,2°,雾~小雨,东北风1级,264 重度
北京,2021-02-14 周日,4°,-5°,雨夹雪~多云,东北风2级,135 轻度
北京,2021-02-15 周一,5°,-4°,晴~多云,西风3级,31 优
北京,2021-02-16 周二,0°,-7°,晴,西北风4级,37 优
北京,2021-02-17 周三,3°,-7°,晴,西北风3级,24 优
北京,2021-02-18 周四,7°,-5°,晴,东北风1级,40 优
北京,2021-02-19 周五,16°,-2°,多云,西北风1级,63 良
北京,2021-02-20 周六,20°,3°,阴~多云,西北风1级,73 良
北京,2021-02-21 周日,25°,4°,阴~晴,西北风2级,114 轻度
北京,2021-02-22 周一,12°,0°,多云,东北风3级,61 良
北京,2021-02-23 周二,3°,-3°,阴,东南风2级,46 优
北京,2021-02-24 周三,5°,-3°,阴~多云,东南风1级,62 良
北京,2021-02-25 周四,8°,-3°,阴~晴,东北风1级,107 轻度
北京,2021-02-26 周五,11°,-3°,多云~晴,南风1级,171 中度
北京,2021-02-27 周六,11°,1°,多云~雨夹雪,南风2级,143 轻度
北京,2021-02-28 周日,5°,0°,小雨~雨夹雪,东北风2级,128 轻度
北京,2021-03-01 周一,5°,-6°,小雪~多云,南风2级,34 优
北京,2021-03-02 周二,4°,-2°,多云,南风微风,83 良
北京,2021-03-03 周三,6°,2°,多云~阴,东北风1级,153 中度
北京,2021-03-04 周四,11°,2°,阴~多云,东北风1级,198 中度
北京,2021-03-05 周五,9°,-2°,雾~多云,东南风2级,169 中度
北京,2021-03-06 周六,4°,-5°,阴~晴,南风2级,49 优
北京,2021-03-07 周日,8°,-2°,多云,西南风微风,76 良
北京,2021-03-08 周一,10°,1°,多云,西南风1级,109 轻度
北京,2021-03-09 周二,15°,3°,多云,北风1级,182 中度
北京,2021-03-10 周三,16°,8°,雾,西南风2级,248 重度
北京,2021-03-11 周四,17°,7°,阴,南风2级,143 轻度
北京,2021-03-12 周五,10°,6°,小雨~雾,东南风2级,138 轻度
北京,2021-03-13 周六,14°,8°,多云,东南风1级,152 中度
北京,2021-03-14 周日,13°,9°,阴,南风2级,178 中度
北京,2021-03-15 周一,12°,2°,扬沙~浮尘,西北风3级,347 严重
北京,2021-03-16 周二,15°,3°,浮尘,北风2级,172 中度
北京,2021-03-17 周三,13°,6°,小雨,东南风2级,195 中度
北京,2021-03-18 周四,8°,3°,阴~多云,东南风2级,98 良
北京,2021-03-19 周五,10°,5°,阴~小雨,西南风2级,94 良
北京,2021-03-20 周六,13°,3°,浮尘~晴,西北风3级,83 良
北京,2021-03-21 周日,12°,1°,晴,西北风3级,29 优
北京,2021-03-22 周一,19°,5°,晴,西南风2级,122 轻度
北京,2021-03-23 周二,23°,8°,晴,西南风微风,90 良
北京,2021-03-24 周三,21°,6°,阴~晴,东北风2级,103 轻度
北京,2021-03-25 周四,21°,11°,多云,西南风2级,81 良
北京,2021-03-26 周五,14°,10°,小雨~雾,东南风1级,168 中度
北京,2021-03-27 周六,18°,10°,雾~浮尘,南风2级,181 中度
北京,2021-03-28 周日,18°,8°,扬沙~晴,西北风4级,282 重度
北京,2021-03-29 周一,19°,6°,多云~晴,西北风2级,91 良
北京,2021-03-30 周二,21°,9°,多云~晴,西南风2级,144 轻度
北京,2021-03-31 周三,24°,10°,多云,东北风2级,126 轻度
北京,2021-04-01 周四,18°,12°,阴,东南风2级,118 轻度
北京,2021-04-02 周五,16°,10°,阴~小雨,东南风微风,56 良
北京,2021-04-03 周六,18°,7°,晴,东北风3级,42 优
北京,2021-04-04 周日,19°,7°,晴~多云,西南风2级,30 优
北京,2021-04-05 周一,18°,8°,阴~多云,西南风微风,60 良
北京,2021-04-06 周二,21°,10°,多云,西南风2级,57 良
北京,2021-04-07 周三,19°,5°,晴,东南风微风,74 良
北京,2021-04-08 周四,19°,8°,晴~多云,东南风2级,62 良
北京,2021-04-09 周五,18°,6°,多云,东南风2级,67 良
北京,2021-04-10 周六,20°,12°,阴~多云,南风2级,90 良
北京,2021-04-11 周日,20°,9°,阴,南风3级,79 良
北京,2021-04-12 周一,16°,8°,多云,西北风3级,82 良
北京,2021-04-13 周二,16°,5°,晴,西北风3级,27 优
北京,2021-04-14 周三,22°,10°,晴~多云,西南风2级,69 良
北京,2021-04-15 周四,21°,8°,扬沙,西风3级,168 中度
北京,2021-04-16 周五,17°,9°,多云~晴,西北风3级,119 轻度
北京,2021-04-17 周六,20°,5°,晴,西北风3级,33 优
北京,2021-04-18 周日,25°,10°,晴,西南风2级,63 良
北京,2021-04-19 周一,27°,15°,晴~多云,西南风2级,100 良
北京,2021-04-20 周二,26°,13°,阴~多云,南风2级,96 良
北京,2021-04-21 周三,21°,12°,阴~小雨,南风3级,67 良
北京,2021-04-22 周四,16°,9°,小雨~多云,东南风2级,56 良
北京,2021-04-23 周五,21°,12°,多云,东南风2级,49 优
北京,2021-04-24 周六,18°,13°,阴~多云,东南风2级,39 优
北京,2021-04-25 周日,20°,10°,阴,南风2级,64 良
北京,2021-04-26 周一,22°,8°,阴~浮尘,南风2级,64 良
北京,2021-04-27 周二,22°,11°,扬沙~晴,西北风3级,73 良
北京,2021-04-28 周三,22°,10°,阴~多云,西南风微风,61 良
北京,2021-04-29 周四,18°,8°,多云,西北风3级,58 良
北京,2021-04-30 周五,14°,6°,阴~晴,西北风2级,30 优
北京,2021-05-01 周六,20°,7°,晴,北风3级,33 优
北京,2021-05-02 周日,21°,13°,阴~晴,南风3级,39 优
北京,2021-05-03 周一,24°,13°,晴~多云,西南风微风,63 良
北京,2021-05-04 周二,23°,10°,多云,西北风3级,53 良
北京,2021-05-05 周三,27°,16°,晴,西南风微风,70 良
北京,2021-05-06 周四,19°,14°,多云~扬沙,西风4级,185 中度
北京,2021-05-07 周五,25°,17°,晴,西北风4级,120 轻度
北京,2021-05-08 周六,26°,12°,多云,西北风3级,174 中度
北京,2021-05-09 周日,26°,13°,多云,东南风2级,50 优
北京,2021-05-10 周一,23°,13°,阴~多云,东南风2级,54 良
北京,2021-05-11 周二,24°,13°,多云,东南风2级,55 良
北京,2021-05-12 周三,26°,15°,多云,东北风2级,52 良
北京,2021-05-13 周四,23°,16°,阴~多云,东南风2级,69 良
北京,2021-05-14 周五,23°,18°,多云~阴,东南风2级,67 良
北京,2021-05-15 周六,19°,15°,小雨,东北风3级,37 优
北京,2021-05-16 周日,26°,13°,阴~晴,西北风微风,26 优
北京,2021-05-17 周一,31°,15°,晴,西南风2级,48 优
北京,2021-05-18 周二,32°,19°,多云,西南风2级,61 良
北京,2021-05-19 周三,30°,19°,阴,西南风微风,71 良
北京,2021-05-20 周四,28°,16°,阴~多云,西南风2级,67 良
北京,2021-05-21 周五,30°,20°,晴~雷阵雨,西南风2级,84 良
北京,2021-05-22 周六,32°,16°,阴~雷阵雨,西南风2级,72 良
北京,2021-05-23 周日,26°,13°,扬沙~晴,西北风微风,115 轻度
北京,2021-05-24 周一,24°,13°,多云,西北风3级,57 良
北京,2021-05-25 周二,28°,15°,多云,西南风微风,63 良
北京,2021-05-26 周三,28°,13°,阴~晴,北风2级,57 良
北京,2021-05-27 周四,28°,16°,雷阵雨~多云,西北风3级,47 优
北京,2021-05-28 周五,29°,16°,晴~多云,西北风3级,29 优
北京,2021-05-29 周六,27°,15°,晴~小雨,东风3级,44 优
北京,2021-05-30 周日,27°,15°,晴~小雨,东南风2级,46 优
北京,2021-05-31 周一,19°,14°,雷阵雨~小雨,东风2级,49 优
北京,2021-06-01 周二,28°,17°,多云~雷阵雨,东南风2级,42 优
北京,2021-06-02 周三,29°,14°,多云~晴,北风2级,49 优
北京,2021-06-03 周四,28°,17°,晴,西北风3级,28 优
北京,2021-06-04 周五,30°,16°,晴,西北风3级,35 优
北京,2021-06-05 周六,34°,18°,晴,西北风2级,32 优
北京,2021-06-06 周日,33°,20°,多云~小雨,东风2级,50 优
北京,2021-06-07 周一,27°,19°,阴,东南风3级,53 良
北京,2021-06-08 周二,29°,21°,阴~小雨,东南风2级,69 良
北京,2021-06-09 周三,25°,19°,阴~中雨,西北风2级,56 良
北京,2021-06-10 周四,32°,18°,阴~晴,西风2级,31 优
北京,2021-06-11 周五,36°,20°,阴~多云,西南风2级,54 良
北京,2021-06-12 周六,36°,24°,阴~多云,南风2级,88 良
北京,2021-06-13 周日,34°,23°,阴~雷阵雨,南风2级,82 良
北京,2021-06-14 周一,25°,23°,小雨~雷阵雨,东北风2级,31 优
北京,2021-06-15 周二,30°,21°,阴,东南风2级,58 良
北京,2021-06-16 周三,22°,20°,阴~小雨,东南风2级,37 优
北京,2021-06-17 周四,32°,19°,晴,西北风3级,29 优
北京,2021-06-18 周五,34°,19°,阴~晴,西北风3级,26 优
北京,2021-06-19 周六,37°,20°,晴,西北风3级,30 优
北京,2021-06-20 周日,36°,21°,晴,西北风2级,34 优
北京,2021-06-21 周一,35°,21°,多云,东北风2级,71 良
北京,2021-06-22 周二,32°,21°,晴~小雨,南风2级,48 优
北京,2021-06-23 周三,25°,22°,阴~小雨,东南风2级,38 优
北京,2021-06-24 周四,27°,20°,阴~小雨,南风2级,44 优
北京,2021-06-25 周五,28°,22°,小雨~雷阵雨,东南风2级,58 良
北京,2021-06-26 周六,28°,23°,多云,东北风2级,43 优
北京,2021-06-27 周日,33°,23°,多云,东风2级,71 良
北京,2021-06-28 周一,30°,22°,阴~雷阵雨,东南风1级,71 良
北京,2021-06-29 周二,27°,22°,阴~雷阵雨,东南风2级,44 优
北京,2021-06-30 周三,30°,23°,阴,东风1级,41 优
北京,2021-07-01 周四,30°,22°,雷阵雨,西南风2级,37 优
北京,2021-07-02 周五,30°,19°,阴~大雨,南风2级,37 优
北京,2021-07-03 周六,28°,21°,雷阵雨,东风2级,41 优
北京,2021-07-04 周日,33°,21°,多云,西南风2级,33 优
北京,2021-07-05 周一,32°,21°,阴~中雨,东风2级,41 优
北京,2021-07-06 周二,30°,22°,多云,西南风2级,40 优
北京,2021-07-07 周三,32°,23°,多云,东南风2级,61 良
北京,2021-07-08 周四,33°,22°,晴~多云,北风2级,45 优
北京,2021-07-09 周五,32°,23°,多云~晴,东风1级,58 良
北京,2021-07-10 周六,31°,23°,多云~雷阵雨,东南风2级,65 良
北京,2021-07-11 周日,30°,23°,阴~大雨,东南风2级,52 良
北京,2021-07-12 周一,25°,21°,暴雨~小雨,东风3级,16 优
北京,2021-07-13 周二,31°,24°,阴~多云,北风1级,25 优
北京,2021-07-14 周三,32°,24°,阴~雷阵雨,东南风2级,62 良
北京,2021-07-15 周四,32°,24°,阴,东南风2级,46 优
北京,2021-07-16 周五,30°,24°,阴~中雨,东南风2级,37 优
北京,2021-07-17 周六,29°,23°,阴~雷阵雨,东北风2级,28 优
北京,2021-07-18 周日,27°,23°,中雨~雷阵雨,东北风1级,29 优
北京,2021-07-19 周一,30°,23°,阴~雷阵雨,东南风2级,29 优
北京,2021-07-20 周二,31°,23°,阴~多云,东南风2级,38 优
北京,2021-07-21 周三,28°,23°,阴~雷阵雨,东南风1级,37 优
北京,2021-07-22 周四,28°,23°,小雨~雷阵雨,东南风1级,31 优
北京,2021-07-23 周五,31°,23°,晴~多云,南风2级,31 优
北京,2021-07-24 周六,32°,24°,多云,南风2级,51 良
北京,2021-07-25 周日,33°,25°,阴~多云,南风2级,56 良
北京,2021-07-26 周一,32°,25°,阴~雷阵雨,南风2级,61 良
北京,2021-07-27 周二,27°,24°,阴~雷阵雨,东北风2级,27 优
北京,2021-07-28 周三,28°,24°,阴~雷阵雨,东北风1级,24 优
北京,2021-07-29 周四,26°,22°,中雨~大雨,东北风2级,21 优
北京,2021-07-30 周五,30°,22°,阴~晴,西北风2级,20 优
北京,2021-07-31 周六,34°,23°,多云~雷阵雨,东北风2级,53 良
北京,2021-08-01 周日,32°,23°,晴,北风3级,25 优
北京,2021-08-02 周一,33°,23°,晴~多云,东北风2级,27 优
北京,2021-08-03 周二,31°,24°,阴~雷阵雨,南风2级,44 优
北京,2021-08-04 周三,31°,23°,阴~多云,东南风2级,48 优
北京,2021-08-05 周四,32°,23°,阴~多云,东南风1级,54 良
北京,2021-08-06 周五,33°,22°,阴~晴,东南风1级,44 优
北京,2021-08-07 周六,33°,23°,阴~多云,东南风2级,74 良
北京,2021-08-08 周日,31°,23°,阴~雷阵雨,南风2级,72 良
北京,2021-08-09 周一,30°,22°,多云~雷阵雨,东北风2级,45 优
北京,2021-08-10 周二,33°,23°,多云~晴,东南风1级,40 优
北京,2021-08-11 周三,30°,23°,多云~雷阵雨,东北风2级,37 优
北京,2021-08-12 周四,29°,22°,阴~雷阵雨,东南风2级,39 优
北京,2021-08-13 周五,29°,22°,阴~雷阵雨,东南风2级,36 优
北京,2021-08-14 周六,28°,22°,阴~雷阵雨,东南风2级,37 优
北京,2021-08-15 周日,28°,22°,阴~雷阵雨,东南风2级,37 优
北京,2021-08-16 周一,28°,22°,阴~雷阵雨,东南风1级,38 优
北京,2021-08-17 周二,30°,21°,多云,东风2级,32 优
北京,2021-08-18 周三,28°,23°,阴~小雨,东南风2级,36 优
北京,2021-08-19 周四,24°,20°,中雨~小雨,东南风2级,31 优
北京,2021-08-20 周五,28°,21°,阴~晴,东北风1级,32 优
北京,2021-08-21 周六,31°,22°,晴~多云,西南风2级,36 优
北京,2021-08-22 周日,30°,23°,阴~雷阵雨,西南风2级,64 良
北京,2021-08-23 周一,30°,20°,阴~中雨,西南风2级,54 良
北京,2021-08-24 周二,27°,19°,多云,西北风2级,25 优
北京,2021-08-25 周三,28°,19°,多云~晴,西北风2级,23 优
北京,2021-08-26 周四,30°,19°,多云,西北风2级,24 优
北京,2021-08-27 周五,30°,18°,晴,西北风2级,28 优
北京,2021-08-28 周六,28°,18°,阴~多云,北风2级,33 优
北京,2021-08-29 周日,28°,20°,阴~多云,西南风2级,43 优
北京,2021-08-30 周一,28°,20°,多云~小雨,东南风2级,54 良
北京,2021-08-31 周二,27°,17°,多云~晴,南风2级,46 优
北京,2021-09-01 周三,29°,18°,晴,西南风2级,41 优
北京,2021-09-02 周四,29°,20°,多云,西南风2级,53 良
北京,2021-09-03 周五,30°,22°,多云~雷阵雨,东南风1级,61 良
北京,2021-09-04 周六,24°,19°,多云,东南风1级,40 优
北京,2021-09-05 周日,24°,22°,多云~中雨,东南风1级,30 优
北京,2021-09-06 周一,23°,14°,多云~晴,北风2级,19 优
北京,2021-09-07 周二,27°,17°,晴,西南风2级,32 优
北京,2021-09-08 周三,28°,19°,多云~阴,东南风1级,44 优
北京,2021-09-09 周四,27°,18°,多云~阴,东南风1级,49 优
北京,2021-09-10 周五,29°,19°,多云,东北风2级,63 良
北京,2021-09-11 周六,31°,21°,多云~中雨,东北风1级,76 良
北京,2021-09-12 周日,23°,20°,多云~雷阵雨,东北风2级,51 良
北京,2021-09-13 周一,29°,20°,多云~雷阵雨,东北风2级,39 优
北京,2021-09-14 周二,25°,17°,多云,东南风1级,42 优
北京,2021-09-15 周三,25°,19°,多云~小雨,南风1级,46 优
北京,2021-09-16 周四,24°,17°,小雨~雾,东北风1级,36 优
北京,2021-09-17 周五,27°,17°,多云~晴,东南风1级,31 优
北京,2021-09-18 周六,24°,19°,多云~小雨,东南风1级,47 优
北京,2021-09-19 周日,18°,16°,中雨,南风2级,36 优
北京,2021-09-20 周一,21°,15°,中雨~多云,西北风3级,21 优
北京,2021-09-21 周二,27°,14°,多云~晴,西北风2级,23 优
北京,2021-09-22 周三,29°,17°,多云,西南风1级,32 优
北京,2021-09-23 周四,27°,17°,多云~中雨,东南风2级,52 良
北京,2021-09-24 周五,19°,18°,中雨,东北风2级,30 优
北京,2021-09-25 周六,24°,18°,多云~小雨,东南风2级,33 优
北京,2021-09-26 周日,20°,18°,小雨,东北风1级,26 优
北京,2021-09-27 周一,28°,17°,雾,东北风1级,34 优
北京,2021-09-28 周二,24°,17°,多云,南风2级,49 优
北京,2021-09-29 周三,28°,17°,多云~小雨,东北风2级,46 优
北京,2021-09-30 周四,22°,16°,多云,东北风2级,59 良
北京,2021-10-01 周五,23°,16°,多云~小雨,东北风2级,32 优
北京,2021-10-02 周六,21°,17°,多云~小雨,东风1级,60 良
北京,2021-10-03 周日,21°,15°,小雨,北风2级,52 良
北京,2021-10-04 周一,18°,12°,小雨,北风2级,19 优
北京,2021-10-05 周二,15°,12°,多云~中雨,西北风2级,17 优
北京,2021-10-06 周三,12°,6°,中雨~多云,东北风1级,13 优
北京,2021-10-07 周四,19°,7°,多云~晴,南风1级,18 优
北京,2021-10-08 周五,20°,11°,多云~小雨,东南风1级,35 优
北京,2021-10-09 周六,14°,12°,小雨~晴,南风1级,39 优
北京,2021-10-10 周日,18°,6°,多云~晴,西北风3级,27 优
北京,2021-10-11 周一,19°,5°,晴,北风2级,35 优
北京,2021-10-12 周二,20°,9°,晴,东风1级,38 优
北京,2021-10-13 周三,20°,11°,多云~小雨,东南风1级,66 良
北京,2021-10-14 周四,19°,11°,多云,西北风2级,47 优
北京,2021-10-15 周五,20°,5°,多云~晴,北风3级,32 优
北京,2021-10-16 周六,12°,1°,晴,西北风3级,24 优
北京,2021-10-17 周日,15°,2°,晴,西南风2级,38 优
北京,2021-10-18 周一,17°,4°,多云~晴,东北风2级,71 良
北京,2021-10-19 周二,14°,1°,晴,东北风2级,22 优
北京,2021-10-20 周三,14°,3°,多云~晴,西南风1级,49 优
北京,2021-10-21 周四,19°,5°,晴,西北风2级,40 优
北京,2021-10-22 周五,18°,2°,晴,西北风2级,32 优
北京,2021-10-23 周六,18°,3°,晴,西南风1级,55 良
北京,2021-10-24 周日,17°,4°,多云,西南风1级,109 轻度
北京,2021-10-25 周一,18°,7°,多云,南风1级,175 中度
北京,2021-10-26 周二,22°,5°,多云~晴,北风2级,102 轻度
北京,2021-10-27 周三,21°,6°,晴~多云,西北风1级,29 优
北京,2021-10-28 周四,19°,7°,多云~小雨,东北风1级,49 优
北京,2021-10-29 周五,19°,6°,多云~雾,东风1级,105 轻度
北京,2021-10-30 周六,20°,8°,多云,西北风2级,145 轻度
北京,2021-10-31 周日,18°,5°,多云~阴,西北风2级,57 良
北京,2021-11-01 周一,13°,6°,多云~阴,南风1级,86 良
北京,2021-11-02 周二,12°,4°,小雨~雾,西南风1级,89 良
北京,2021-11-03 周三,12°,5°,多云~雾,东南风1级,121 轻度
北京,2021-11-04 周四,14°,7°,多云,东北风1级,164 中度
北京,2021-11-05 周五,12°,10°,多云~小雨,东北风1级,180 中度
北京,2021-11-06 周六,12°,-1°,小雨~大雪,北风3级,119 轻度
北京,2021-11-07 周日,1°,-4°,中雪~多云,西北风3级,14 优
北京,2021-11-08 周一,7°,-2°,晴,西北风4级,21 优
北京,2021-11-09 周二,11°,1°,晴,西北风4级,20 优
北京,2021-11-10 周三,14°,2°,晴,西北风4级,19 优
北京,2021-11-11 周四,13°,0°,晴,西北风3级,20 优
北京,2021-11-12 周五,15°,0°,晴,西北风2级,38 优
北京,2021-11-13 周六,18°,1°,晴,西北风2级,59 良
北京,2021-11-14 周日,16°,2°,晴,西北风2级,58 良
北京,2021-11-15 周一,11°,0°,晴,东北风1级,77 良
北京,2021-11-16 周二,11°,2°,多云~雾,西南风1级,78 良
北京,2021-11-17 周三,13°,1°,多云~晴,西风1级,115 轻度
北京,2021-11-18 周四,9°,2°,多云,北风1级,157 中度
北京,2021-11-19 周五,10°,3°,多云~阴,东风2级,34 优
北京,2021-11-20 周六,8°,0°,多云,东北风1级,55 良
北京,2021-11-21 周日,7°,-1°,多云~晴,西北风3级,124 轻度
北京,2021-11-22 周一,4°,-5°,晴,西北风4级,37 优
北京,2021-11-23 周二,8°,-4°,晴,西南风1级,45 优
北京,2021-11-24 周三,12°,-2°,多云~晴,西北风1级,64 良
北京,2021-11-25 周四,13°,-2°,多云~晴,西北风1级,66 良
北京,2021-11-26 周五,13°,-3°,多云~晴,北风2级,47 优
